nit,razon_social,supervisor,region,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales,ganancia_perdida,total_activos,total_pasivos,total_patrimonio,ano_de_corte,total_impuestos
890901298,DYNA Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,4663,COMERCIO,0.18,0.01,0.12,0.08,0.04,2022,12390714.682238001
890901335,ELECTROCONTROL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,2740,MANUFACTURA,0.04,0,0.05,0.01,0.04,2022,12390714.682238001
890901352,EL COLOMBIANO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,5813,SERVICIOS,0.06,-0.01,0.05,0.03,0.02,2022,12390714.682238001
890901446,TROPICAL COFFEE COMPANY S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1062,MANUFACTURA,0.02,0,0.03,0.01,0.02,2022,12390714.682238001
890901475,DISTRIBUIDORA FARMACEUTICA ROMA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,0.24,0,0.05,0.04,0.01,2022,12390714.682238001
890901484,FERNANDEZ Y CIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.05,0,0.01,0.01,0,2022,12390714.682238001
890901672,CRYSTAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,1410,MANUFACTURA,1.02,0.06,0.92,0.55,0.36,2022,12390714.682238001
890901756,HACIENDA VELABA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,122,AGROPECUARIO,0.03,0,0.06,0.02,0.04,2022,12390714.682238001
890901825,FUNDACIÓN CLÍNICA NOEL,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890901826,HOSPITAL PABLO TOBON URIBE,SUPERSALUD,Antioquia,ANTIOQUIA,BOGOTA D.C.-ANTIOQUIA,9499,SERVICIOS,0.64,0.05,0.76,0.3,0.47,2022,12390714.682238001
890901866,BONEM SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2930,MANUFACTURA,0.09,0.01,0.07,0.05,0.02,2022,12390714.682238001
890901876,ALMACEN PANAMERICANO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.02,0,0.02,0,0.02,2022,12390714.682238001
890902061,IVAN Y JAIRO LOPEZ SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4643,COMERCIO,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
890902070,C.I.J GUTIERREZ Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4669,COMERCIO,0.9,0,0.1,0.03,0.07,2022,12390714.682238001
890902165,LABORATORIO PROFESIONAL FARMACEUTICO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2100,MANUFACTURA,0.23,0.01,0.24,0.19,0.05,2022,12390714.682238001
890902168,LABORATORIOS ECAR SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2100,MANUFACTURA,0.18,0.02,0.2,0.1,0.11,2022,12390714.682238001
890902266,AGENCIA DE ADUNAS MARIO LONDOÑO S.A NIVEL 1,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5229,SERVICIOS,0.02,0,0.06,0.04,0.01,2022,12390714.682238001
890902464,PINTURAS IDEA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.02,0,0.01,0,0,2022,12390714.682238001
890902584,AGROCOMERCIAL LAALBORADA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,145,AGROPECUARIO,0.02,0,0.05,0.01,0.04,2022,12390714.682238001
890902922,UNIVERSIDAD PONTIFICIA BOLIVARIANA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8530,SERVICIOS,0.13,0,0.12,0.02,0.1,2022,12390714.682238001
890902991,VENTANAS Y PUERTAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4752,COMERCIO,0.02,0,0.01,0.01,0,2022,12390714.682238001
890903024,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,1.23,0.07,1.09,0.83,0.26,2022,12390714.682238001
890903035,TERMOTECNICA COINDUSTRIAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4290,CONSTRUCCIÓN,0.48,0.07,1.5,0.79,0.71,2022,42415171.254237995
890903055,INTEGRAL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,0.09,0.01,0.25,0.06,0.19,2022,12390714.682238001
890903253,TRIGUISAR DE COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1089,MANUFACTURA,0.02,0,0.02,0.01,0.02,2022,12390714.682238001
890903279,OPERACIONES GENERALES SURAMERICANA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7490,SERVICIOS,0.14,0.01,0.15,0.05,0.1,2022,12390714.682238001
890903295,SUPPLA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5210,SERVICIOS,0.36,-0.03,0.33,0.23,0.1,2022,42415171.254237995
890903310,ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.S. ANDERCOL,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2011,MANUFACTURA,0.66,0.03,0.43,0.25,0.18,2022,12390714.682238001
890903329,BANANERAS DE URABA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,122,AGROPECUARIO,0.04,0,0.11,0.04,0.06,2022,12390714.682238001
890903357,CARBONES SAN FERNANDO S.A.S. EN PROCESO DE REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,510,MINERO,0.05,-0,0.06,0.06,0,2022,12390714.682238001
890903436,MCM COMPANY S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2029,MANUFACTURA,0.09,0,0.06,0.02,0.05,2022,12390714.682238001
890903474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2030,MANUFACTURA,0.6,0.02,0.81,0.33,0.48,2022,12390714.682238001
890903475,EQUIPOS GLEASON SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7730,SERVICIOS,0.04,0,0.07,0.03,0.04,2022,12390714.682238001
890903532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1062,MANUFACTURA,2.05,0.01,2.43,1.61,0.81,2022,12390714.682238001
890903541,CIPRESES DE COLOMBIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,210,AGROPECUARIO,0.04,0.01,0.17,0.02,0.16,2022,12390714.682238001
890903711,PROCESADORA DE LECHES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1040,MANUFACTURA,0.29,0.02,0.12,0.08,0.05,2022,42415171.254237995
890903736,PROMOTORA DE HOTELES MEDELLIN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5511,SERVICIOS,0.02,0.02,0.32,0.1,0.21,2022,42415171.254237995
890903777,SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.1,0,0.1,0.05,0.05,2022,12390714.682238001
890903858,INDUSTRIA NACIONAL DE GASEOSAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1104,MANUFACTURA,4.05,0.04,2.34,1.48,0.86,2022,42415171.254237995
890903910,RADIO CADENA NACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6010,SERVICIOS,0.18,-0,0.27,0.05,0.22,2022,42415171.254237995
890903939,POSTOBON S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1104,MANUFACTURA,2.6,0.01,3.43,1.97,1.46,2022,12390714.682238001
890903991,AGENCIA WELLCO LIMITADA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4643,COMERCIO,0.02,0,0.01,0.01,0,2022,1985692.427684
890903995,AGAVAL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4772,COMERCIO,0.22,0.01,0.18,0.12,0.07,2022,12390714.682238001
890904041,ARQUITECTURA Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,0.26,0,0.69,0.66,0.03,2022,12390714.682238001
890904078,CLUB CAMPESTRE EL RODEO S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,9412,SERVICIOS,0.03,0,0.45,0.06,0.39,2022,12390714.682238001
890904138,AMTEX S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2029,MANUFACTURA,0.28,0.03,0.3,0.15,0.15,2022,12390714.682238001
890904169,ALBERTO ALVAREZ S S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6820,SERVICIOS,0.02,0,0.01,0.01,0,2022,12390714.682238001
890904224,C.I. UNIÓN DE BANANERO DE URABÁ S.A. - UNIBVA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4631,COMERCIO,1.85,-0.05,1.18,0.6,0.58,2022,12390714.682238001
890904459,ACEROS MAPA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4663,COMERCIO,0.2,0.01,0.12,0.07,0.05,2022,12390714.682238001
890904615,AUTOAMERICA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.44,0.02,0.18,0.09,0.09,2022,12390714.682238001
890904646,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.28,-0.07,0.57,0.1,0.47,2022,12390714.682238001
890904724,TEXTILES BALALAIKA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,1312,MANUFACTURA,0.02,0,0.03,0.02,0.01,2022,12390714.682238001
890904815,ARQUITECTOS E INGENIEROS ASOCIADOS SA EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4112,CONSTRUCCIÓN,0.13,-0.01,0.3,0.32,-0.02,2022,12390714.682238001
890904980,INCODI SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2229,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890904996,EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3513,SERVICIOS,15.07,3.04,59.47,30.24,29.23,2022,12390714.682238001
890905022,CONVEL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.03,0,0.28,0.22,0.05,2022,12390714.682238001
890905032,PREBEL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2023,MANUFACTURA,0.36,0.01,0.24,0.09,0.15,2022,12390714.682238001
890905047,SERVICIOS GRUPO BIOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,7010,SERVICIOS,0.05,0,0.28,0.02,0.26,2022,12390714.682238001
890905065,EDATEL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6110,SERVICIOS,0.15,-0.01,0.51,0.23,0.28,2022,12390714.682238001
890905154,CLINICA SAN JUAN DE DIOS LA CEJA,SUPERSALUD,Antioquia,ANTIOQUIA,LA CEJA-ANTIOQUIA,8610,SERVICIOS,0.06,0,0.06,0.01,0.05,2022,12390714.682238001
890905166,E.S.E. HOSPITAL MENTAL DE ANTIOQUIA MARÍA UPEGUI - HOMO,SUPERSALUD,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,8610,SERVICIOS,0.08,0.04,0.34,0.16,0.19,2022,12390714.682238001
890905177,ESE HOSPITAL LA MARIA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.17,-0,0.26,0.05,0.21,2022,12390714.682238001
890905253,AUTOMOTORES CALI S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,6810,SERVICIOS,0.02,0.01,0.06,0.02,0.03,2022,12390714.682238001
890905360,HA BICICLETAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.7,0.08,0.67,0.08,0.59,2022,12390714.682238001
890905627,CASA BRITANICA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.39,0.01,0.15,0.08,0.06,2022,12390714.682238001
890905686,INVERSIONES PINAMAR SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7490,SERVICIOS,0.12,0.1,0.68,0.05,0.63,2022,12390714.682238001
890905695,CACHARRERIA BOMBAY SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4719,COMERCIO,0.05,0,0.01,0.01,0.01,2022,12390714.682238001
890905790,COLOMBIANA FLEXOGRAFICA DE PLASTICOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2229,MANUFACTURA,0.15,0,0.19,0.09,0.1,2022,12390714.682238001
890905843,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,0.26,0,0.15,0.05,0.1,2022,12390714.682238001
890905893,SULFOQUIMICA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2029,MANUFACTURA,0.1,0,0.06,0.04,0.02,2022,12390714.682238001
890906119,NUVANT S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2221,MANUFACTURA,0.19,-0.02,0.26,0.15,0.12,2022,12390714.682238001
890906145,COBRAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2431,MANUFACTURA,0.02,0,0.01,0.01,0,2022,12390714.682238001
890906197,UMO S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2930,MANUFACTURA,0.07,-0,0.07,0.05,0.02,2022,12390714.682238001
890906347,E.S.E. HOSPITAL MANUEL URIBE ANGEL,SUPERSALUD,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,8610,SERVICIOS,0.19,0.01,0.19,0.04,0.16,2022,12390714.682238001
890906388,PROCOPAL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5221,SERVICIOS,0.13,0,0.2,0.12,0.08,2022,12390714.682238001
890906397,FERRO COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2011,MANUFACTURA,0.28,0,0.27,0.07,0.2,2022,12390714.682238001
890906407,FORJAS BOLIVAR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2591,MANUFACTURA,0.05,0,0.06,0.02,0.04,2022,12390714.682238001
890906413,ELECTRICAS DE MEDELLIN INGENIERIA Y SERVICIOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4220,CONSTRUCCIÓN,0.35,0.06,1.35,0.45,0.9,2022,12390714.682238001
890906525,BYCSA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2221,MANUFACTURA,0.05,0,0.03,0.02,0.01,2022,12390714.682238001
890906793,LABORATORIO MÉDICO ECHAVARRÍA S.A.S,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8691,SERVICIOS,0.04,0,0.03,0.02,0.01,2022,12390714.682238001
890906904,SIMEX,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2029,MANUFACTURA,0.1,0.01,0.06,0.03,0.03,2022,12390714.682238001
890907163,COMPAÑIA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,1090,MANUFACTURA,0.77,0.01,0.32,0.27,0.05,2022,12390714.682238001
890907215,ESE HOSPITAL SAN VICENTE DE PAÚL,SUPERSALUD,Antioquia,ANTIOQUIA,CALDAS-ANTIOQUIA,8610,SERVICIOS,0.04,0,0.05,0.01,0.04,2022,12390714.682238001
890907241,ESE HOSPITAL LA MERCED,SUPERSALUD,Antioquia,ANTIOQUIA,CIUDAD BOLIVAR-ANTIOQUIA,8610,SERVICIOS,0.02,0,0.04,0.01,0.02,2022,12390714.682238001
890907245,ARANGO HERMANOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SANTA ROSA DE OSOS-ANTIOQUIA,1090,MANUFACTURA,0.21,-0,0.11,0.05,0.05,2022,12390714.682238001
890907254,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,SUPERSALUD,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,8610,SERVICIOS,0.07,-0.01,0.13,0.03,0.1,2022,12390714.682238001
890907406,PLASTICOS TRUHER S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2229,MANUFACTURA,0.11,0,0.19,0.1,0.08,2022,12390714.682238001
890907635,COCONUCOS INVERSIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,0.02,0.02,0.05,0,0.05,2022,12390714.682238001
890907681,COMERCIAL DE EMPAQUES Y PAPELES S.AS.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,4663,COMERCIO,0.04,0,0.02,0.01,0.02,2022,12390714.682238001
890907821,PRODUCTOS Y MATERIALES DE CONFECCION S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.07,0,0.03,0.02,0.01,2022,12390714.682238001
890907824,CONSTRUCCIONES Y BIENES S.A. CONSTRUCCIONES Y BIENES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,6810,SERVICIOS,0.06,0.01,0.52,0.24,0.28,2022,12390714.682238001
890907841,"ALMACEN RODAMIENTOS S,A",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.11,0.02,0.11,0.02,0.09,2022,12390714.682238001
890908096,INVERSIONES FLORENCIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4731,COMERCIO,0.02,0,0.02,0,0.01,2022,12390714.682238001
890908196,LABORATORIOS HIGIETEX S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2100,MANUFACTURA,0.04,-0,0.02,0.01,0.01,2022,12390714.682238001
890908493,COMESTIBLES DAN SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1011,MANUFACTURA,0.19,0,0.14,0.1,0.04,2022,12390714.682238001
890908649,SUN CHEMICAL COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2022,MANUFACTURA,0.28,0.01,0.28,0.16,0.12,2022,12390714.682238001
890908711,SILICATOS PARA LA INDUSTRIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2011,MANUFACTURA,0.05,0,0.02,0,0.01,2022,12390714.682238001
890908822,"COMERCIALIZADORA DE HIELOS IGLU SA ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS  C1104 - ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS, PRODUCCIÓN DE AGUAS MINERALES Y DE OTRAS AGUAS EMBOTELLADAS 01. ANUAL  2050-12-31 ACTIVA 01. SOCIEDAD ANÓNIMA 07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES COMERCIALIZADORA DE HIELOS IGLU SA",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1104,MANUFACTURA,0.04,0,0.03,0.02,0.01,2022,12390714.682238001
890908884,LEMUR 70 SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890908901,INDUSTRIAL CONCONCRETO S A S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,4290,CONSTRUCCIÓN,0.1,0,0.42,0.29,0.14,2022,12390714.682238001
890909034,TIERRA GRATA & CO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.04,0,0.1,0.09,0.01,2022,12390714.682238001
890909297,PLAZA MAYOR MEDELLIN CONVENCIONES Y EXPOSICIONES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8230,SERVICIOS,0.06,0.01,0.38,0.11,0.27,2022,12390714.682238001
890910354,CELSA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2740,MANUFACTURA,0.19,0.03,0.18,0.08,0.1,2022,12390714.682238001
890910447,SEDIC SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
890910452,COLTEANTIOQUIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4641,COMERCIO,0.03,0,0.02,0,0.02,2022,12390714.682238001
890910468,HRA UNIQUIMICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2011,MANUFACTURA,0.06,0.01,0.03,0.02,0.01,2022,12390714.682238001
890910591,EXPLANAN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.13,0,0.13,0.07,0.06,2022,12390714.682238001
890910715,FERROSVEL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.19,0,0.09,0.06,0.03,2022,12390714.682238001
890911324,INSTELEC SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4321,CONSTRUCCIÓN,0.06,0,0.06,0.04,0.02,2022,12390714.682238001
890911327,"ABRASIVOS DE COLOMBIA S,A,",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,2399,MANUFACTURA,0.09,0.01,0.12,0.08,0.05,2022,12390714.682238001
890911431,CONINSA RAMON H S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,0.18,0.03,0.57,0.31,0.26,2022,12390714.682238001
890911539,COMERCIALIZADORA INTERNACIONAL INDUMAR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1394,MANUFACTURA,0.03,0,0.02,0,0.01,2022,12390714.682238001
890911625,AVÍCOLA NACIONAL S.E,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,145,AGROPECUARIO,0.26,0.02,0.17,0.08,0.09,2022,12390714.682238001
890911806,QUIMICA PRODES SOREIN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.04,-0,0.03,0.02,0.01,2022,12390714.682238001
890911816,CLINICA MEDELLIN S.A,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.26,0.02,0.39,0.14,0.25,2022,12390714.682238001
890911837,INDUSTRIAS RAMBLER SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,3120,MANUFACTURA,0.04,0,0.03,0.02,0.01,2022,12390714.682238001
890911846,SEGURIDAD DE COLOMBIA ANTIOQUIA LIMITADA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,0.04,0,0.01,0,0.01,2022,12390714.682238001
890911850,ACADEMIA ANITOQUEÑA DE AVIACIÓN S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8551,SERVICIOS,0.02,0,0.01,0.01,0,2022,12390714.682238001
890911878,CARIBE MOTOR DE MEDELLIN S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.22,0.01,0.1,0.03,0.07,2022,12390714.682238001
890911898,STOP S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.11,0,0.08,0.04,0.04,2022,12390714.682238001
