nit,razon_social,supervisor,region,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales,ganancia_perdida,total_activos,total_pasivos,total_patrimonio,ano_de_corte,total_impuestos
890911899,OCCIDENTAL DE EMPAQUES S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRALDO-ANTIOQUIA,1702,MANUFACTURA,0.06,0.01,0.21,0.04,0.17,2022,12390714.682238001
890911972,SEGURIDAD RECORD DE COLOMBIA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,0.1,0,0.03,0.01,0.01,2022,12390714.682238001
890912081,FERNANDEZ VELEZ Y COMPAÑIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4731,COMERCIO,0.02,0,0.01,0,0.01,2022,12390714.682238001
890912140,LONDOÑO GOMEZ S.A.S.I,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6820,SERVICIOS,0.1,0.05,0.42,0.21,0.21,2022,12390714.682238001
890912221,PCA PRODUCTORA Y COMERCIALIZADORA DE ALIMENTOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,JERICO-ANTIOQUIA,1040,MANUFACTURA,0.06,0,0.03,0.02,0.01,2022,12390714.682238001
890912300,MULTICENTRO DE SERVICIOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4731,COMERCIO,0.03,0,0.01,0,0,2022,12390714.682238001
890912462,TAMPA CARGO S.A.S.,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,2.55,0.12,2.66,1.57,1.09,2022,12390714.682238001
890912508,CARPAS IKL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1392,MANUFACTURA,0.05,0.01,0.07,0.02,0.05,2022,12390714.682238001
890912962,ELECTROBELLO S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,4754,COMERCIO,0.04,0,0.04,0.02,0.02,2022,12390714.682238001
890912995,GRUPO ROLDAN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ANTIOQUIA-ANTIOQUIA,4663,COMERCIO,0.04,0,0.03,0.02,0.01,2022,12390714.682238001
890913183,AKZONOBEL COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7010,SERVICIOS,0.13,0.08,1.16,0.49,0.67,2022,12390714.682238001
890913203,PEPELES IMPERMEABLES INDUSTRIALES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,3290,MANUFACTURA,0.02,0,0,0,0,2022,12390714.682238001
890913319,CESDE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8551,SERVICIOS,0.05,0,0.04,0.03,0.01,2022,12390714.682238001
890913321,PREMAC SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4659,COMERCIO,0.02,0,0.01,0.01,0,2022,12390714.682238001
890913337,TOPFLIHHT ANDINA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,1812,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890913429,SEGURIDAD TECNICA COLOMBIANA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,8010,SERVICIOS,0.04,0,0.01,0,0.01,2022,12390714.682238001
890913479,"CRINO S,A.S",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4664,COMERCIO,0.06,0,0.01,0.01,0,2022,12390714.682238001
890913555,FERROINDUSTRIAL SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4752,COMERCIO,0.05,0,0.02,0.01,0.02,2022,23391888.622931004
890913861,UNIFORMES INDUSTRIALES ROPA Y CALZADO QUINLOP S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1521,MANUFACTURA,0.05,0,0.05,0.02,0.02,2022,12390714.682238001
890913902,ANTIOQUEÑA DE AUTOMOTORES Y REPUESTOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.17,0,0.1,0.06,0.04,2022,12390714.682238001
890913987,MADRID HERMANOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4711,COMERCIO,0.04,0,0.01,0.01,0,2022,12390714.682238001
890913990,JIRO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7820,SERVICIOS,0.28,0,0.04,0.02,0.01,2022,12390714.682238001
890914048,LAURA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
890914314,CONFECCIONES PORKY SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.04,0,0.02,0.02,0.01,2022,12390714.682238001
890914336,DURESPO S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4653,COMERCIO,0.03,0,0.06,0.01,0.05,2022,12390714.682238001
890914515,SOCODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,3110,MANUFACTURA,0.12,-0,0.11,0.08,0.04,2022,12390714.682238001
890914525,MINEROS S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,0.57,0.02,1.88,0.2,1.68,2022,12390714.682238001
890914526,ALMACENES FLAMINGO S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4719,COMERCIO,0.52,0,0.49,0.34,0.15,2022,12390714.682238001
890914614,VOESTALPINE HIGH PERFORMANCE METALS COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,0.03,0,0.03,0.02,0.01,2022,42415171.254237995
890914711,SEALCO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4669,COMERCIO,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890914779,DISTRIBUCIONES ANTIOQUIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4631,COMERCIO,0.04,0,0.01,0.01,0,2022,12390714.682238001
890914979,PROQUIDENT S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2100,MANUFACTURA,0.06,0,0.03,0.02,0.02,2022,12390714.682238001
890915197,PROMOCIONES Y MERCADEO MARTINEZ HERMANOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4631,COMERCIO,0.04,0,0.03,0.01,0.02,2022,12390714.682238001
890915475,EMPAQUETADURAS Y EMPAQUES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.24,0.02,0.21,0.13,0.08,2022,12390714.682238001
890915492,DEQUIM SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2011,MANUFACTURA,0.02,0,0.01,0.01,0.01,2022,12390714.682238001
890915686,AUTOLLANTAS NUTIBARA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4530,COMERCIO,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
890915756,ALBERTO CADAVID R & CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2229,MANUFACTURA,0.03,0,0.02,0.02,0.01,2022,12390714.682238001
890915815,TEJILAR S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1311,MANUFACTURA,0.03,0,0.02,0,0.02,2022,12390714.682238001
890915992,INVERSIONES URBANISMO Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.05,0.04,0.2,0.03,0.17,2022,12390714.682238001
890916155,INDUSTRIA PAPELERA INDUGEVI S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,1702,MANUFACTURA,0.09,0.01,0.08,0.04,0.04,2022,12390714.682238001
890916269,ESPUMAS PLASTICAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,3120,MANUFACTURA,0.18,0.03,0.29,0.08,0.2,2022,12390714.682238001
890916324,INDUSTRIAS GENIO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,CALDAS-ANTIOQUIA,1392,MANUFACTURA,0.05,-0,0.04,0.03,0.01,2022,12390714.682238001
890916575,DISLICORES,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4632,COMERCIO,1.05,0.03,0.59,0.47,0.12,2022,12390714.682238001
890916766,ESTACO S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2511,MANUFACTURA,0.03,0,0.01,0.01,0,2022,12390714.682238001
890916883,MANPOWER DE COLOMBIA LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7820,SERVICIOS,0.43,0.01,0.08,0.05,0.04,2022,12390714.682238001
890916911,INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,3091,MANUFACTURA,1.45,0.08,0.93,0.33,0.6,2022,12390714.682238001
890916988,AVERY DENNISON RIS COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1811,MANUFACTURA,0.05,0,0.03,0.02,0.01,2022,12390714.682238001
890917007,OPTIMA S.A.S VIVIENDA Y CONSTRUCCION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.04,-0.02,0.22,0.14,0.08,2022,12390714.682238001
890917018,UNION COMERCIAL ROPTIE S A UNICOR S A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4669,COMERCIO,0.13,0.01,0.07,0.04,0.03,2022,12390714.682238001
890917032,TINTORERIA INDUSTRIAL TEÑIMOS SU,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1313,MANUFACTURA,0.02,0,0.01,0.01,0.01,2022,12390714.682238001
890917042,NEGOCIOS Y REPRESENTACIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,0.04,0.02,0.28,0,0.27,2022,12390714.682238001
890917141,SEGURIDAD ATEMPI DE COLOMBIA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,0.08,0,0.03,0.02,0.01,2022,12390714.682238001
890917295,COLORQUIMICA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2029,MANUFACTURA,0.31,0.03,0.32,0.13,0.19,2022,12390714.682238001
890917398,MINERALES INDUSTRIALES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,899,MINERO,0.04,0,0.03,0.01,0.02,2022,12390714.682238001
890917464,GISAICO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.08,0,0.08,0.01,0.07,2022,12390714.682238001
890917465,GRIFFITH FOODS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MARINILLA-ANTIOQUIA,1089,MANUFACTURA,0.25,0.01,0.14,0.06,0.08,2022,12390714.682238001
890917557,HOMBRE Y PERRO DE COLOMBIA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,0.02,-0,0.01,0.01,0.01,2022,12390714.682238001
890917780,ELECTROQUIMICA WEST S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2029,MANUFACTURA,0.06,0,0.05,0.05,0.01,2022,12390714.682238001
890917961,PINTURAS INDUSTRIALES LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.02,0,0.01,0,0,2022,12390714.682238001
890918159,TINTORERIA INDUSTRIAL COLOMBIANA TINCOL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1313,MANUFACTURA,0.02,0,0.03,0.02,0.01,2022,12390714.682238001
890918787,IINVERSIONES SALDARRIAGA BAQUERO Y CIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,6494,SERVICIOS,0.07,0.07,0.09,0,0.09,2022,12390714.682238001
890918866,ANDINA DE CONSTRUCCIONES Y ASOCIADOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4220,CONSTRUCCIÓN,0.05,0,0.05,0.03,0.02,2022,12390714.682238001
890918946,TEXTILES PUNTO FLEX S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1312,MANUFACTURA,0.02,-0,0.02,0.01,0.01,2022,12390714.682238001
890918965,CI TECNICAS BALTIME COLOMBIA SA,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4620,COMERCIO,1.06,0.01,0.54,0.36,0.17,2022,23391888.622931004
890919160,PLENITUD PROTECCION S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,9603,SERVICIOS,0.03,0,0.01,0.01,0,2022,12390714.682238001
890919267,ALARMAR LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8020,SERVICIOS,0.02,-0,0.01,0.01,0,2022,12390714.682238001
890919272,ASOCIACIÓN MEDELLIN DE LUCHA CONTRA EL CANCER MEDICANCER,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,0.02,0,0.02,0,0.01,2022,12390714.682238001
890919414,INDUSTRIAS EMU S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2011,MANUFACTURA,0.07,0.01,0.05,0.02,0.03,2022,12390714.682238001
890919436,SOCIEDAD INDUSTRIAL METAL ELECTRICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2599,MANUFACTURA,0.04,0,0.03,0.01,0.02,2022,12390714.682238001
890919437,RYMEL INGENIERIA ELECTRICA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,2711,MANUFACTURA,0.18,0.02,0.2,0.12,0.08,2022,12390714.682238001
890919549,CONQUIMICA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4664,COMERCIO,0.22,0.01,0.1,0.07,0.03,2022,12390714.682238001
890920001,EL ZARZAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1040,MANUFACTURA,0.09,0,0.02,0.01,0.01,2022,12390714.682238001
890920025,REPRESENTACIONES OSCAR JARAMILLO PLASTICOS OJARA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2229,MANUFACTURA,0.04,0,0.03,0.01,0.01,2022,12390714.682238001
890920043,TENNIS S.A EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1410,MANUFACTURA,0.26,0.01,0.45,0.29,0.16,2022,12390714.682238001
890920168,BIG SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2930,MANUFACTURA,0.03,0,0.02,0.01,0.02,2022,12390714.682238001
890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,1.95,0.06,0.62,0.38,0.24,2022,42415171.254237995
890920656,INTERVE S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,0.02,0,0.01,0,0.01,2022,12390714.682238001
890920738,OXICORTES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4669,COMERCIO,0.02,0,0.01,0,0,2022,12390714.682238001
890920782,ALMA CENES Y TALLERES MOTO PRESICION S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4530,COMERCIO,0.05,0,0.03,0.01,0.03,2022,12390714.682238001
890920848,HERNAN OCAZIONEZ Y CIA S.A.S,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8691,SERVICIOS,0.02,0,0.01,0.01,0.01,2022,12390714.682238001
890920879,VITAMAR SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1012,MANUFACTURA,0.05,-0,0.02,0.01,0.01,2022,12390714.682238001
890920936,COLOMBIANA DE PROMOCIONES S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,6810,SERVICIOS,0.02,0.01,0.06,0,0.05,2022,12390714.682238001
890921157,MARROCAR S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4771,COMERCIO,0.15,0.01,0.1,0.04,0.06,2022,12390714.682238001
890921192,LADRILLERA SAN CRISTOBAL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2392,MANUFACTURA,0.05,0,0.07,0.01,0.06,2022,12390714.682238001
890921246,IMPLEMENTOS DE SEGURIDAD INDUSTRIAL IMPLESEG SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4774,COMERCIO,0.02,0,0.02,0.01,0.01,2022,12390714.682238001
890921335,LAUMAYER COLOMBIANA COMERCIALIZADORA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.09,0.01,0.07,0.05,0.02,2022,12390714.682238001
890921463,SUDISTRIBUIDOR S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4690,COMERCIO,0.06,-0,0.04,0.03,0.01,2022,12390714.682238001
890921665,ESPUMAS MEDELLIN S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2221,MANUFACTURA,0.08,-0,0.08,0.05,0.03,2022,12390714.682238001
890921972,CARBE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6613,SERVICIOS,0.52,0.47,6.4,0.09,6.3,2022,42415171.254237995
890921974,AGENCIA DE ADUANAS MARIANO ROLDAN SA NIVEL 1 BIC,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5229,SERVICIOS,0.02,0,0.01,0.01,0,2022,12390714.682238001
890922036,TIPALMA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1812,MANUFACTURA,0.04,0,0.02,0.02,0,2022,12390714.682238001
890922113,DROPOPULAR S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,0.13,0,0.11,0.04,0.07,2022,12390714.682238001
890922265,HATCH S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,0.07,0.01,0.08,0.03,0.05,2022,12390714.682238001
890922294,PROTOKIMICA S A S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4664,COMERCIO,0.03,0,0.03,0.02,0.01,2022,12390714.682238001
890922323,AUTOMONTAÑA SAN,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.2,0,0.05,0.04,0.01,2022,12390714.682238001
890922447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.89,-0.07,2.45,1.46,0.99,2022,12390714.682238001
890922487,DAR AYUDA TEMPORAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7820,SERVICIOS,0.17,0,0.03,0.02,0.01,2022,12390714.682238001
890922549,PREMEX S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1090,MANUFACTURA,0.41,0.02,0.34,0.22,0.12,2022,12390714.682238001
890922569,DISEÑOS EXCLUSVOS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
890922586,TEXCOMERCIAL - TEXCO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,0.21,0,0.06,0.03,0.03,2022,12390714.682238001
890923200,CJ TEXTILES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1313,MANUFACTURA,0.03,0,0.03,0.02,0.01,2022,12390714.682238001
890923351,ZBC S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4772,COMERCIO,0.08,0.01,0.04,0.01,0.03,2022,12390714.682238001
890923402,JOSE FELIX ESCOBAR H Y CIA LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4390,CONSTRUCCIÓN,0.03,0,0.01,0,0,2022,12390714.682238001
890923630,ABONAMOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2012,MANUFACTURA,0.03,0,0.01,0.01,0,2022,12390714.682238001
890923691,RODRIGUEZ Y LONDOÑO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,0.23,0,0.15,0.12,0.03,2022,42415171.254237995
890923799,CARBONIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,510,MINERO,0.03,0,0.01,0,0,2022,12390714.682238001
890923922,EMPRESA DE COSMETICOS Y SERVICIOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2023,MANUFACTURA,0.02,0,0.01,0.01,0,2022,12390714.682238001
890923937,PRODUCTORA DE SOFTWARE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,6201,SERVICIOS,0.23,0.03,0.11,0.04,0.07,2022,12390714.682238001
890924076,PLANAUTOS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6499,SERVICIOS,0.02,0.01,0.07,0.05,0.02,2022,12390714.682238001
890924167,C.I. HERMECO S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.27,0,0.17,0.14,0.03,2022,12390714.682238001
890924684,SOCIEDAD MERCANTIL DE AUTOMOTORES S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.15,0.03,0.06,0.01,0.05,2022,12390714.682238001
890924742,FABRICA DE CALZADO KONDOR S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1521,MANUFACTURA,0.07,0,0.02,0.02,0.01,2022,12390714.682238001
890924840,INVERSIONES FERBIENES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,6810,SERVICIOS,0.03,-0.01,0.37,0.07,0.3,2022,12390714.682238001
890925058,DISTRIKIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.14,-0,0.04,0.04,0,2022,12390714.682238001
890925108,PAPELES Y CARTONES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,1702,MANUFACTURA,0.5,0.09,0.62,0.12,0.51,2022,12390714.682238001
890925185,PARACONSTRUIR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.07,0,0.02,0.01,0.01,2022,12390714.682238001
890925215,PRODUCTOS AUTOADHESIVOS ARCLAD S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,1709,MANUFACTURA,0.83,0.05,0.79,0.44,0.36,2022,12390714.682238001
890925336,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES S.A.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.03,0,0.04,0.03,0.01,2022,12390714.682238001
890926122,FLORES DE ORIENTE C.I SAS EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,125,AGROPECUARIO,0.03,0,0.05,0.03,0.02,2022,12390714.682238001
890926257,INMEL INGENERIERIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4321,CONSTRUCCIÓN,0.29,0.01,0.18,0.12,0.06,2022,12390714.682238001
890926412,LA HACIENDA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,122,AGROPECUARIO,0.03,0,0.05,0.01,0.04,2022,12390714.682238001
890926617,COMERCIALIZADORA INTERNACIONAL ESTRADA VELASQUEZ Y CIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3220,MANUFACTURA,0.03,0,0.03,0.01,0.02,2022,12390714.682238001
890926628,SENCO COLOMBIANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE -ANTIOQUIA,2392,MANUFACTURA,0.05,0,0.03,0.02,0.01,2022,12390714.682238001
890926650,MUNDIAL DE PARTES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4530,COMERCIO,0.04,-0,0.03,0.03,-0,2022,12390714.682238001
